"","RT","RT_bl","RT_tot","acc_bl","acc_tot","answer_debrief_1","answer_debrief_2","answer_debrief_3","answer_debrief_4","background","bidi","blink_onset","block_cnt","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","count_block_loop","count_block_seq","count_block_settings","count_check_session","count_drift_correct","count_end_loop","count_end_seq","count_exp_settings","count_experiment","count_feedback","count_instructions","count_log_variables","count_logger","count_new_inline_script","count_new_pygaze_drift_correct","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_pygaze","count_start_recording","count_stop_recording","count_test_location","count_trial","count_trial_loop","count_trial_seq","d_eye","datetime","description","disable_garbage_collection","dist_color","dist_high","dist_loc","dist_shape","empty_column","experiment_file","experiment_path","eye_threshold_length","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","high_loc","high_prob_loc","keyboard_backend","live_row","live_row_block_loop","live_row_trial_loop","logfile","mouse_backend","nr_blinks","nr_trials","nr_trials_bl","opensesame_codename","opensesame_version","orient_list_trial","ping","ping_trigger","ping_type","practice","repeat_cycle","response","round_decimals","sampler_backend","session_nr","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_color","target_high","target_loc","target_shape","time_block_loop","time_block_seq","time_block_settings","time_check_session","time_drift_correct","time_end_loop","time_end_seq","time_exp_settings","time_experiment","time_feedback","time_instructions","time_log_variables","time_logger","time_new_inline_script","time_new_pygaze_drift_correct","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_pygaze","time_start_recording","time_stop_recording","time_test_location","time_trial","time_trial_loop","time_trial_seq","title","total_blocks","tracker_dev","trial_type","trials_in_block","trigger","uniform_coordinates","update_blinks","width","x","y","toward","containsNaN","rept","repd","prevtar","pd","nt","pd_c","nt_c","tar_dist","dist_dist","prevHP","eegTar","repteeg","tarcounter","correcteeg"
"248",999.028300000122,27869.701700001,353836.784999998,16,175,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1394601.0386,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,247,247,NA,NA,NA,NA,0,4,4,NA,247,4,247,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","no","7","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",23,4,23,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",21,248,24,"Lentiform Loewenfeld","3.3.8","['hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","no",5,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1393790.2915,1396622.3733,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1393790.3059,1322966.6423,1393790.2421,"New experiment",19,"[0, 76.27508210034397, 80.83764182569091, 91.62411232303793, 105.14002461190418, 115.71906810102091, 127.45374184791869, 134.6508207107077, 147.03937392872956, 155.9599108786283, 169.65403643190297, 178.54014651057034, 190.592876622241, 207.8103448607708, 208.65685885226503, 217.750510205658, 240.55968240913074, 240.5894057480584, 254.08908443612958, 278.37862511496644, 278.3978696632, 297.7725642163831, 306.44687272547486, 329.4369001740536, 339.44880467259344, 349.60855201369657, 373.05540679707036, 395.87091189153654, 490.6136975708499]","dist_present",56,68,"yes","no",1680,NA,NA,"no hp","True","NR","NR","lp",NA,NA,NA,NA,1,-1,"first",1,"NR","in",1
"249",1197.60830000043,29067.3100000015,355034.393299998,17,176,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1398280.6052,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,248,248,NA,NA,NA,NA,0,4,4,NA,248,4,248,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","3","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",24,4,24,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",24,249,25,"Lentiform Loewenfeld","3.3.8","['vert', 'vert', 'vert', 'vert', 'hori', 'hori', 'hori', 'hori']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",1,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1396654.1812,1399726.4858,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1396654.1958,1322966.6423,1396654.1313,"New experiment",19,"[0, 85.66830984397926, 92.17940226617108, 117.41152226900064, 123.24068262750245, 143.92535462050273, 154.39861635368982, 157.09730683075938, 161.39455676726618, 176.9227138602849, 184.85454020704182, 202.68044103158795, 211.15683439315595, 229.821334334593, 234.61278166233214, 253.55723836049387, 265.70205976889014, 277.3295960516875, 294.52420576788643, 305.4083332196422, 377.8624573955244, 368.18854664275943, 372.56286954377975, 393.6446151289514, 394.10509872719746, 463.82074092730653, 483.53707000734914, 502.2808849369525, 587.5562766804578]","dist_present",56,24,"yes","no",1680,NA,NA,"no hp","True","NR","NR","lp",NA,NA,NA,NA,-3,3,"first",5,"NR","in",0
"250",1749.20079999999,30816.5108000014,356783.594099998,18,177,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1398280.6052,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,249,249,NA,NA,NA,NA,0,4,4,NA,249,4,249,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","no","2","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",25,4,25,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",24,250,26,"Lentiform Loewenfeld","3.3.8","['hori', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","no",4,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1399758.3961,1403662.4835,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1399758.4107,1322966.6423,1399758.3433,"New experiment",19,"[0]","dist_present",56,53,"yes","yes",1680,-2.94941218602793,-4.90270310047087,"more away","False","NR","NR","lp","Left",NA,"Left",NA,2,4,"first",1,"NR","in",1
"251",1005.08539999998,31821.5962000014,357788.679499998,19,178,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1404010.741,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,250,250,NA,NA,NA,NA,0,4,4,NA,250,4,250,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","3","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",26,4,26,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",25,251,27,"Lentiform Loewenfeld","3.3.8","['hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",0,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1403694.3669,1406446.3365,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1403694.3817,1322966.6423,1403694.3166,"New experiment",19,"[0]","dist_present",56,14,"yes","no",1680,1.45540031397204,-16.4979531004708,"more away","False","NR","NR","lp","Left",NA,NA,NA,-2,3,"first",4,"NR","in",1
"252",1079.68729999987,32901.2835000013,358868.366799998,20,179,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1407463.8163,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,251,251,NA,NA,NA,NA,0,4,4,NA,251,4,251,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",27,4,27,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",27,252,28,"Lentiform Loewenfeld","3.3.8","['hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",5,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1406478.1997,1409422.52,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1406478.2146,1322966.6423,1406478.1496,"New experiment",19,"[0, 75.35631729102249, 81.50541355618743, 82.63104362234169, 93.81727757863113, 103.15780014597698, 110.87259321522984, 116.85562575463777, 122.3481031114154, 130.9787881465418, 138.53697976780185, 144.21055571588062, 154.84404186085104, 159.42000828166925, 169.3810615050637, 174.6008102625434, 179.7175769257289, 188.6928040410532, 196.77085442308578, 204.84549467697215, 214.05527690824715, 223.4483053604506, 234.51883462516525, 234.6578847357417, 241.5240595121794, 260.28588460781805, 262.9800372651886, 287.4078291663503, 300.0941721822261, 314.2091918533221, 318.9545414042933, 329.5991990755602, 342.0401564730923]","dist_absent",56,69,"yes","no",1680,NA,NA,"no hp","True","NR","NR","lp",NA,"Right",NA,NA,1,NA,"first",0,"NR","in",1
"253",1956.9031,34858.1866000013,360825.269899998,21,180,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1410692.412,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,252,252,NA,NA,NA,NA,0,4,4,NA,252,4,252,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",28,4,28,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",29,253,29,"Lentiform Loewenfeld","3.3.8","['hori', 'vert', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","no",7,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1409455.7501,1413198.3804,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1409455.7642,1322966.6423,1409455.7002,"New experiment",19,"[0]","dist_absent",56,89,"yes","yes",1680,NA,NA,"no hp","True","NR","R","lp",NA,"Right",NA,NA,-1,NA,"first",5,"NR","in",1
"254",1079.81829999969,35938.004900001,361905.088199998,21,180,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1415229.1917,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,253,253,NA,NA,NA,NA,0,4,4,NA,253,4,253,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","yes","6","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",29,4,29,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",30,254,30,"Lentiform Loewenfeld","3.3.8","['hori', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",4,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1413230.1386,1416206.3888,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1413230.1531,1322966.6423,1413230.0892,"New experiment",19,"[0, 76.53755700201492, 86.06118793537512, 98.90184426898155, 108.50073741469154, 120.05103081606588, 129.4325170116155, 135.2195741918647, 145.10083705837008, 156.80113565462105, 171.4018913244837, 178.8013580816873, 190.50041999830827, 208.72454377322313, 216.8426263492745, 228.0350850198276, 245.00344889054495, 251.30126112937663, 265.9192792212031, 274.1591690970776, 288.47271273666956, 300.0783924880036, 312.06359634546095, 328.6598648677734, 339.20826935674785, 354.91025312526233, 368.67725728151635, 383.4793717714414, 395.5983597894045, 412.6447887376788, 429.1687052186625, 445.16827773655535, 458.89715218573855, 459.28971606833693, 476.71954097207845, 494.2715240333142]","dist_present",56,57,"yes","no",1680,NA,NA,"no hp","True","NR","NR","lp","Right",NA,"Right",NA,2,0,"first",7,"NR","in",1
"255",1570.36979999975,37508.3747000007,363475.457999998,21,180,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1417387.5085,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,254,254,NA,NA,NA,NA,0,4,4,NA,254,4,254,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","yes","6","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",30,4,30,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",31,255,31,"Lentiform Loewenfeld","3.3.8","['hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","no",2,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1416238.2774,1419790.3796,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1416238.2924,1322966.6423,1416238.2254,"New experiment",19,"[0]","dist_present",56,37,"yes","yes",1680,NA,NA,"no hp","True","NR","R","lp",NA,NA,NA,NA,4,0,"first",4,"NR","in",0
"256",1234.15340000042,38742.5281000012,364709.611399998,21,180,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1421557.0958,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,255,255,NA,NA,NA,NA,0,4,4,NA,255,4,255,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","0","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",31,4,31,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",33,256,32,"Lentiform Loewenfeld","3.3.8","['vert', 'vert', 'vert', 'vert', 'hori', 'hori', 'hori', 'hori']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","yes",6,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1419822.2039,1422926.3632,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1419822.2185,1322966.6423,1419822.1527,"New experiment",19,"[0, 80.5446820900612, 90.39055821897254, 101.73397459509192, 115.00158836794225, 124.91693026877336, 139.0416576902134, 151.79572994775327, 165.0121135912048, 172.81784950185573, 189.1778483675851, 194.1630141265009, 206.01078504458994, 219.1492889775739, 227.70327102127948, 247.04657182876338, 259.41554038409885, 270.2003184849636, 286.777970246585, 296.1460788192206, 315.8646157082868, 327.0386321506162, 341.32047649647683, 357.11754750274537, 375.3910889435222, 392.90083189789163, 413.72225521827056, 433.39505879710583, 449.5583817846277, 511.2618920458509, 537.084609624506, 569.3680684436775, 595.7139953434444, 621.5270639997768, 635.4015012671141, 704.7745645356458, 697.277843152757]","dist_present",56,71,"yes","no",1680,NA,NA,"no hp","True","NR","NR","lp",NA,"Right",NA,"Right",0,-2,"first",2,"NR","ex",0
"257",1408.34630000032,40150.8744000015,366117.957699998,21,180,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1424119.6424,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,256,256,NA,NA,NA,NA,0,4,4,NA,256,4,256,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","yes","6","circle",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",32,4,32,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",34,257,33,"Lentiform Loewenfeld","3.3.8","['vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'hori', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",1,"diamond",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1422959.8791,1426382.4012,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1422959.8935,1322966.6423,1422959.8289,"New experiment",19,"[0, 79.53312080315152, 85.08402916554385, 89.90306389905794, 94.21732812723113, 100.22876414050714, 106.76931864906372, 111.32342813557358, 119.32964655063564, 128.27210540449798, 134.82702538772648, 141.52575760587936, 148.70165986787518, 153.6020588418967, 161.60306961619136, 168.39312817830935, 173.63525426432875, 176.23477041083, 182.2336260086001, 190.13597978317048, 199.23818673565486, 207.44054552270876, 218.74228039950415, 223.54529742313971, 230.67801962960183, 237.780856997762, 247.9227173128068, 262.6311858811962, 264.2399604234218, 282.1467872502975, 287.3505468668335, 295.0060767134344, 309.41506501936465, 322.4271098436205, 322.6707819820732, 337.181402487732, 344.8797450487968, 356.2278063262328, 366.95730144525686, 379.1011485250189, 388.90197848824516, 398.1738085147115, 416.08405264997725, 426.895845254218, 432.0987006710189, 446.07915031932407, 454.0395822540346, 463.6578385617635, 478.8621674501336, 485.4755816701284, 496.4754943565516, 504.3899821340145, 512.7139133982889, 528.2310159494027, 555.9728420688957, 570.6943800236916, 74.57292610991567]","dist_present",56,27,"yes","yes",1680,NA,NA,"no hp","True","NR","NR","hp",NA,NA,NA,NA,-3,0,"first",6,"NR","in",0
"258",1204.19760000007,41355.0720000016,367322.155299998,22,181,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1424119.6424,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,257,257,NA,NA,NA,NA,0,4,4,NA,257,4,257,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","0","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",33,4,33,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",34,258,34,"Lentiform Loewenfeld","3.3.8","['hori', 'vert', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","yes",6,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1426414.2865,1429694.3804,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1426414.3011,1322966.6423,1426414.2373,"New experiment",19,"[0, 80.2398912721555, 79.74456718858342, 79.3494045069386, 77.23426589677395, 76.73448909327897, 76.15146890126978, 75.54826315619782]","dist_present",56,71,"yes","yes",1680,-0.186662186027993,-0.598453100470842,"more away","False","NR","NR","lp",NA,"Right",NA,"Right",0,-2,"first",1,"NR","ex",0
"259",889.307500000112,42244.3795000017,368211.462799998,23,182,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1424119.6424,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,258,258,NA,NA,NA,NA,0,4,4,NA,258,4,258,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",34,4,34,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",34,259,35,"Lentiform Loewenfeld","3.3.8","['vert', 'hori', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",4,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1429726.2613,1432702.475,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1429726.2758,1322966.6423,1429726.2108,"New experiment",19,"[0]","dist_absent",56,59,"yes","yes",1680,-3.70791218602799,-3.37182810047085,"more away","False","NR","NR","hp",NA,NA,NA,NA,2,NA,"first",6,"NR","in",1
"260",1136.32030000002,43380.6998000017,369347.783099998,24,183,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1424119.6424,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,259,259,NA,NA,NA,NA,0,4,4,NA,259,4,259,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","no","2","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",35,4,35,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",34,260,36,"Lentiform Loewenfeld","3.3.8","['vert', 'vert', 'hori', 'hori', 'hori', 'hori', 'vert', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","yes",6,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1432734.3342,1435934.4107,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1432734.3485,1322966.6423,1432734.2855,"New experiment",19,"[0]","dist_present",56,73,"yes","yes",1680,-4.55191218602793,-0.129703100470834,"more toward","False","NR","NR","lp",NA,NA,NA,NA,0,4,"first",4,"NR","ex",1
"261",1090.99080000026,44471.690600002,370438.773899999,24,183,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1424119.6424,5,"bias","psycho","psycho","psycho",0,"uniform",0,0,4,4,NA,4,0,NA,0,0,4,0,260,260,NA,NA,NA,NA,0,4,4,NA,260,4,260,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","green","no","5","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",36,4,36,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",34,261,37,"Lentiform Loewenfeld","3.3.8","['vert', 'hori', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","red","no",4,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1435966.1899,1439070.3961,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1435966.2042,1322966.6423,1435966.1409,"New experiment",19,"[0]","dist_present",56,56,"yes","yes",1680,-25.596099686028,-6.32545310047089,"more toward","False","NR","NR","hp","Right",NA,NA,NA,2,1,"first",6,"NR","in",1
"262",982.091599999694,45453.7822000016,371420.865499998,25,184,"n",1,"['1', '8', '7', 'space']","n","#000000","no",1440445.0386,5,"bias","psycho","psycho","psycho",0,"uniform",1,0,4,4,NA,4,0,NA,0,0,4,0,261,261,NA,NA,NA,NA,0,4,4,NA,261,4,261,73.2296414732588,"Mon Oct  4 11:01:09 2021","The main experiment item","yes","red","no","5","diamond",NA,"pinging_target_expectations 4.0.osexp","C:\Users\etp-cp-ping\Desktop\LocalPC-EXP",75,"no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",37,4,37,"C:/Users/etp-cp-ping/Desktop/LocalPC-EXP/subject-20.csv","psycho",36,262,38,"Lentiform Loewenfeld","3.3.8","['hori', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",20,"even","green","no",3,"circle",298524.9365,1319804.4955,1319804.5438,NA,1319809.7309,NA,NA,59896.7462000001,3659.53259999969,1295160.3308,59896.7685999996,1439102.2757,1442046.3792,NA,NA,NA,NA,3659.61169999991,1322431.4851,1294653.3384,NA,1439102.2902,1322966.6423,1439102.226,"New experiment",19,"[0, 560.0164881344336, 565.4371610322167, 571.0901520064525, 569.9208700171063, 571.291830927057, 576.6014687711672, 582.0024581175632, 74.82046798303232, 83.66662280726646, 91.21583193506359, 98.7276058839389, 107.6071088860427, 117.70612941912724, 125.71926313242092, 138.04959286550678, 146.19607633865263, 155.04206763590696, 166.6320797445678, 181.90306542882294, 190.9899717180868, 194.9741666269041, 207.05055150592437, 214.87638334547063, 214.9837679760141, 226.00798678979032, 234.10939423012923, 245.3649497969675, 251.40701339031145, 258.6566256642192, 267.6616143061036, 277.0344570986108, 279.1365901742762, 289.3117235252331, 297.9144583961728, 310.01629551739586, 315.1889213861292, 336.07514040761777, 340.06401585997554, 352.48214180370627, 356.4049510059627, 378.9147653295749, 399.81464894466205, 416.758439792973, 459.5033638629519, 474.26813914453265, 495.6390623128213, 507.35571385936214, 526.3344041576621, 545.9077161979786, 555.2365886493814, 570.222465431704, 591.8611631624105, 594.7507060883418]","dist_present",56,46,"yes","no",1680,NA,NA,"no hp","True","NR","R","lp",NA,NA,NA,NA,3,1,"first",4,"NR","in",0
